ts,pv_kw,grid_kw,load_kw,battery_kw,battery_soc,cloud_cover,irradiance,temperature,wind_speed,precipitation,pv_daily_kwh,pv_month_kwh,pv_year_kwh,pv_life_kwh,inv1_temp,inv2_temp,inv3_temp,inv1_pv_kw,inv2_pv_kw,inv3_pv_kw,bat_dischd,co2_saved,coal_saved,trees,inv1_pv1_v,inv1_pv1_a,inv1_pv2_v,inv1_pv2_a,inv1_pv3_v,inv1_pv3_a,inv1_pv4_v,inv1_pv4_a,inv2_pv1_v,inv2_pv1_a,inv2_pv2_v,inv2_pv2_a,inv2_pv3_v,inv2_pv3_a,inv2_pv4_v,inv2_pv4_a,inv3_pv1_v,inv3_pv1_a,inv3_pv2_v,inv3_pv2_a,inv3_pv3_v,inv3_pv3_a,inv3_pv4_v,inv3_pv4_a,phase_a_v,phase_a_a,phase_b_v,phase_b_a,phase_c_v,phase_c_a,power_factor,grid_freq
2026-09-06T07:55:01.999454+00:00,1.7,-19.96,20.06,1.6,26.1,98.0,99.0,18.8,5.9,0.0,4.82,1081.05,60134.68,66975.61,0.0,0.0,0.0,0.21,0.17,0.38,0.09,31.81,26.79,43.46,473.0,0.32,479.3,0.38,484.7,0.39,0.0,0.0,478.6,0.26,518.3,0.3,490.9,0.37,0.0,0.0,460.9,0.35,479.6,0.38,480.9,0.38,473.1,0.41,235.42,0.39,238.85,0.42,234.76,0.4,-0.994,50.05
